Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,RPE
2025-06-28 16:59:17,"Afternoon Workout",59m,"Lateral Raise (Cable)",2,5.0,10.0,0,0.0,
2025-06-28 16:59:17,"Afternoon Workout",59m,"Lateral Raise (Cable)",3,5.0,10.0,0,0.0,
2025-06-28 16:59:17,"Afternoon Workout",59m,"Flat Leg Raise",1,0,10.0,0,0.0,
2025-06-28 16:59:17,"Afternoon Workout",59m,"Flat Leg Raise",2,0,20.0,0,0.0,
2025-06-28 16:59:17,"Afternoon Workout",59m,"Bicycle Crunch",1,0,15.0,0,0.0,
2025-06-28 16:59:17,"Afternoon Workout",59m,"Bicycle Crunch",2,0,20.0,0,0.0,
2025-06-28 16:59:17,"Afternoon Workout",59m,"Dead Bugs",1,0,20.0,0,0.0,
2025-06-28 16:59:17,"Afternoon Workout",59m,"Dead Bugs",2,0,20.0,0,0.0,
2025-06-30 16:35:16,"Afternoon Workout",1h 1m,"Bench Press (Barbell)",W,40.0,10.0,0,0.0,
2025-06-30 16:35:16,"Afternoon Workout",1h 1m,"Bench Press (Barbell)",1,60.0,5.0,0,0.0,
2025-06-30 16:35:16,"Afternoon Workout",1h 1m,"Bench Press (Barbell)",2,70.0,5.0,0,0.0,
2025-06-30 16:35:16,"Afternoon Workout",1h 1m,"Bench Press (Barbell)",3,75.0,3.0,0,0.0,
2025-06-30 16:35:16,"Afternoon Workout",1h 1m,"Bench Press (Barbell)",4,77.5,1.0,0,0.0,
2025-06-30 16:35:16,"Afternoon Workout",1h 1m,"Bench Press (Barbell)",5,70.0,1.0,0,0.0,
2025-06-30 16:35:16,"Afternoon Workout",1h 1m,"Bench Press (Barbell)",6,65.0,6.0,0,0.0,
2025-06-30 16:35:16,"Afternoon Workout",1h 1m,"Incline Bench Press (Dumbbell)",1,26.0,3.0,0,0.0,
2025-06-30 16:35:16,"Afternoon Workout",1h 1m,"Incline Bench Press (Dumbbell)",2,26.0,6.0,0,0.0,
2025-06-30 16:35:16,"Afternoon Workout",1h 1m,"Incline Bench Press (Dumbbell)",3,26.0,6.0,0,0.0,
2025-06-30 16:35:16,"Afternoon Workout",1h 1m,"Romanian Deadlift (Barbell)",W,20.0,10.0,0,0.0,
2025-06-30 16:35:16,"Afternoon Workout",1h 1m,"Romanian Deadlift (Barbell)",W,40.0,8.0,0,0.0,
2025-06-30 16:35:16,"Afternoon Workout",1h 1m,"Romanian Deadlift (Barbell)",1,60.0,6.0,0,0.0,
2025-06-30 16:35:16,"Afternoon Workout",1h 1m,"Romanian Deadlift (Barbell)",2,60.0,6.0,0,0.0,
2025-06-30 16:35:16,"Afternoon Workout",1h 1m,"Romanian Deadlift (Barbell)",3,60.0,6.0,0,0.0,
2025-06-30 16:35:16,"Afternoon Workout",1h 1m,"Romanian Deadlift (Barbell)",4,70.0,5.0,0,0.0,
2025-06-30 16:35:16,"Afternoon Workout",1h 1m,"Leg Press",1,170.0,6.0,0,0.0,
2025-06-30 16:35:16,"Afternoon Workout",1h 1m,"Leg Press",2,170.0,6.0,0,0.0,
2025-06-30 16:35:16,"Afternoon Workout",1h 1m,"Leg Press",3,170.0,6.0,0,0.0,
2025-06-30 16:35:16,"Afternoon Workout",1h 1m,"One Handed Triceps Pull",1,10.0,8.0,0,0.0,
2025-06-30 16:35:16,"Afternoon Workout",1h 1m,"One Handed Triceps Pull",2,10.0,8.0,0,0.0,
2025-06-30 16:35:16,"Afternoon Workout",1h 1m,"One Handed Triceps Pull",3,10.0,8.0,0,0.0,
2025-06-30 16:35:16,"Afternoon Workout",1h 1m,"Weighted Plank",1,0,0.0,0,60.0,
2025-06-30 16:35:16,"Afternoon Workout",1h 1m,"Weighted Plank",2,0,0.0,0,60.0,
2025-07-02 10:52:19,"Morning Workout",1h 4m,"Single Arm Vertical Iso-Lateral Row (Machine)",W,40.0,8.0,0,0.0,
2025-07-02 10:52:19,"Morning Workout",1h 4m,"Single Arm Vertical Iso-Lateral Row (Machine)",1,65.0,6.0,0,0.0,
2025-07-02 10:52:19,"Morning Workout",1h 4m,"Single Arm Vertical Iso-Lateral Row (Machine)",2,70.0,5.0,0,0.0,
2025-07-02 10:52:19,"Morning Workout",1h 4m,"Single Arm Vertical Iso-Lateral Row (Machine)",3,75.0,4.0,0,0.0,
2025-07-02 10:52:19,"Morning Workout",1h 4m,"Single Arm Vertical Iso-Lateral Row (Machine)",4,60.0,8.0,0,0.0,
2025-07-02 10:52:19,"Morning Workout",1h 4m,"Chin Up",1,5.0,5.0,0,0.0,
2025-07-02 10:52:19,"Morning Workout",1h 4m,"Chin Up",2,5.0,5.0,0,0.0,
2025-07-02 10:52:19,"Morning Workout",1h 4m,"Chin Up",3,5.0,5.0,0,0.0,
2025-07-02 10:52:19,"Morning Workout",1h 4m,"Shoulder Press (Machine)",1,45.0,8.0,0,0.0,
2025-07-02 10:52:19,"Morning Workout",1h 4m,"Shoulder Press (Machine)",2,50.0,6.0,0,0.0,
2025-07-02 10:52:19,"Morning Workout",1h 4m,"Shoulder Press (Machine)",3,52.5,6.0,0,0.0,
2025-07-02 10:52:19,"Morning Workout",1h 4m,"Shoulder Press (Machine)",4,42.5,8.0,0,0.0,
2025-07-02 10:52:19,"Morning Workout",1h 4m,"Lateral Raise (Machine)",1,32.5,6.0,0,0.0,
2025-07-02 10:52:19,"Morning Workout",1h 4m,"Lateral Raise (Machine)",2,30.0,8.0,0,0.0,
2025-07-02 10:52:19,"Morning Workout",1h 4m,"Lateral Raise (Machine)",3,30.0,8.0,0,0.0,
2025-07-02 10:52:19,"Morning Workout",1h 4m,"Bicep Curl (Barbell)",1,30.0,6.0,0,0.0,
2025-07-02 10:52:19,"Morning Workout",1h 4m,"Bicep Curl (Barbell)",2,30.0,6.0,0,0.0,
2025-07-02 10:52:19,"Morning Workout",1h 4m,"Bicep Curl (Barbell)",3,30.0,6.0,0,0.0,
2025-07-02 10:52:19,"Morning Workout",1h 4m," Cable Woodchoppers",1,12.5,8.0,0,0.0,
2025-07-02 10:52:19,"Morning Workout",1h 4m," Cable Woodchoppers",2,15.0,8.0,0,0.0,
2025-07-02 10:52:19,"Morning Workout",1h 4m," Cable Woodchoppers",3,15.0,8.0,0,0.0,
2025-07-02 10:52:19,"Morning Workout",1h 4m,"V Up",1,0,15.0,0,0.0,
2025-07-02 10:52:19,"Morning Workout",1h 4m,"V Up",2,0,15.0,0,0.0,
2025-07-04 11:40:34,"Morning Workout",47m,"Chest Press (Machine)",W,42.5,8.0,0,0.0,
2025-07-04 11:40:34,"Morning Workout",47m,"Chest Press (Machine)",1,60.0,8.0,0,0.0,
2025-07-04 11:40:34,"Morning Workout",47m,"Chest Press (Machine)",2,60.0,8.0,0,0.0,
2025-07-04 11:40:34,"Morning Workout",47m,"Chest Press (Machine)",3,60.0,8.0,0,0.0,
2025-07-04 11:40:34,"Morning Workout",47m,"Chest Fly",1,65.0,8.0,0,0.0,
2025-07-04 11:40:34,"Morning Workout",47m,"Chest Fly",2,65.0,8.0,0,0.0,
2025-07-04 11:40:34,"Morning Workout",47m,"Chest Fly",3,60.0,10.0,0,0.0,
2025-07-04 11:40:34,"Morning Workout",47m,"Lunge (Dumbbell)",1,14.0,20.0,0,0.0,
2025-07-04 11:40:34,"Morning Workout",47m,"Lunge (Dumbbell)",2,16.0,20.0,0,0.0,
2025-07-04 11:40:34,"Morning Workout",47m,"Lunge (Dumbbell)",3,16.0,20.0,0,0.0,
2025-07-04 11:40:34,"Morning Workout",47m,"Leg Extension (Machine)",1,20.0,10.0,0,0.0,
2025-07-04 11:40:34,"Morning Workout",47m,"Leg Extension (Machine)",2,20.0,10.0,0,0.0,
2025-07-04 11:40:34,"Morning Workout",47m,"Leg Extension (Machine)",3,20.0,10.0,0,0.0,
2025-07-04 11:40:34,"Morning Workout",47m,"Triceps Pushdown (Cable - Straight Bar)",1,28.0,10.0,0,0.0,
2025-07-04 11:40:34,"Morning Workout",47m,"Triceps Pushdown (Cable - Straight Bar)",2,28.0,10.0,0,0.0,
2025-07-04 11:40:34,"Morning Workout",47m,"Triceps Pushdown (Cable - Straight Bar)",3,28.0,10.0,0,0.0,
2025-07-04 11:40:34,"Morning Workout",47m,"Hanging Leg Raise",1,0,10.0,0,0.0,
2025-07-04 11:40:34,"Morning Workout",47m,"Hanging Leg Raise",2,0,10.0,0,0.0,
2025-07-04 11:40:34,"Morning Workout",47m,"Hanging Leg Raise",3,0,10.0,0,0.0,
2025-07-06 11:23:12,"Morning Workout",1h 15m,"Single Arm Vertical Iso-Lateral Row (Machine)",W,40.0,8.0,0,0.0,
2025-07-06 11:23:12,"Morning Workout",1h 15m,"Single Arm Vertical Iso-Lateral Row (Machine)",1,60.0,10.0,0,0.0,
2025-07-06 11:23:12,"Morning Workout",1h 15m,"Single Arm Vertical Iso-Lateral Row (Machine)",2,60.0,10.0,0,0.0,
2025-07-06 11:23:12,"Morning Workout",1h 15m,"Single Arm Vertical Iso-Lateral Row (Machine)",3,60.0,10.0,0,0.0,
2025-07-06 11:23:12,"Morning Workout",1h 15m,"Pulldown (Cable)",1,21.0,12.0,0,0.0,
2025-07-06 11:23:12,"Morning Workout",1h 15m,"Pulldown (Cable)",2,23.75,10.0,0,0.0,
2025-07-06 11:23:12,"Morning Workout",1h 15m,"Pulldown (Cable)",3,23.75,10.0,0,0.0,
2025-07-06 11:23:12,"Morning Workout",1h 15m,"Face Pull (Cable)",1,11.25,15.0,0,0.0,
2025-07-06 11:23:12,"Morning Workout",1h 15m,"Face Pull (Cable)",2,13.75,12.0,0,0.0,
2025-07-06 11:23:12,"Morning Workout",1h 15m,"Face Pull (Cable)",3,18.75,10.0,0,0.0,
2025-07-06 11:23:12,"Morning Workout",1h 15m,"Lateral Raise (Cable)",1,5.0,10.0,0,0.0,
2025-07-06 11:23:12,"Morning Workout",1h 15m,"Lateral Raise (Cable)",2,5.0,10.0,0,0.0,
2025-07-06 11:23:12,"Morning Workout",1h 15m,"Lateral Raise (Cable)",3,5.0,10.0,0,0.0,
2025-07-06 11:23:12,"Morning Workout",1h 15m,"Bicep Curl (Cable)",1,10.0,10.0,0,0.0,
2025-07-06 11:23:12,"Morning Workout",1h 15m,"Bicep Curl (Cable)",2,12.5,8.0,0,0.0,
2025-07-06 11:23:12,"Morning Workout",1h 15m,"Bicep Curl (Cable)",3,11.25,10.0,0,0.0,
2025-07-06 11:23:12,"Morning Workout",1h 15m,"Bicycle Crunch",1,0,20.0,0,0.0,
2025-07-06 11:23:12,"Morning Workout",1h 15m,"Bicycle Crunch",2,0,20.0,0,0.0,
2025-07-06 11:23:12,"Morning Workout",1h 15m,"V Up",1,0,10.0,0,0.0,
2025-07-06 11:23:12,"Morning Workout",1h 15m,"V Up",2,0,10.0,0,0.0,
2025-07-06 11:23:12,"Morning Workout",1h 15m,"Dead Bugs",1,0,20.0,0,0.0,
2025-07-06 11:23:12,"Morning Workout",1h 15m,"Dead Bugs",2,0,20.0,0,0.0,
2025-07-07 18:29:52,"Evening Workout",1h 34m,"Bench Press (Barbell)",W,40.0,10.0,0,0.0,
2025-07-07 18:29:52,"Evening Workout",1h 34m,"Bench Press (Barbell)",1,60.0,5.0,0,0.0,
2025-07-07 18:29:52,"Evening Workout",1h 34m,"Bench Press (Barbell)",2,70.0,5.0,0,0.0,
2025-07-07 18:29:52,"Evening Workout",1h 34m,"Bench Press (Barbell)",3,77.5,3.0,0,0.0,
2025-07-07 18:29:52,"Evening Workout",1h 34m,"Bench Press (Barbell)",4,75.0,3.0,0,0.0,
2025-07-07 18:29:52,"Evening Workout",1h 34m,"Bench Press (Barbell)",5,65.0,6.0,0,0.0,
2025-07-07 18:29:52,"Evening Workout",1h 34m,"Decline Chest Press",1,60.0,8.0,0,0.0,
2025-07-07 18:29:52,"Evening Workout",1h 34m,"Decline Chest Press",2,70.0,8.0,0,0.0,
2025-07-07 18:29:52,"Evening Workout",1h 34m,"Decline Chest Press",3,80.0,6.0,0,0.0,
2025-07-07 18:29:52,"Evening Workout",1h 34m,"Decline Chest Press",4,60.0,8.0,0,0.0,
2025-07-07 18:29:52,"Evening Workout",1h 34m,"Squat (Barbell)",1,60.0,5.0,0,0.0,
2025-07-07 18:29:52,"Evening Workout",1h 34m,"Squat (Barbell)",2,70.0,5.0,0,0.0,
2025-07-07 18:29:52,"Evening Workout",1h 34m,"Squat (Barbell)",3,80.0,5.0,0,0.0,
2025-07-07 18:29:52,"Evening Workout",1h 34m,"Squat (Barbell)",4,80.0,5.0,0,0.0,
2025-07-07 18:29:52,"Evening Workout",1h 34m,"Hip Abductor (Machine)",1,30.0,8.0,0,0.0,
2025-07-07 18:29:52,"Evening Workout",1h 34m,"Hip Abductor (Machine)",2,30.0,8.0,0,0.0,
2025-07-07 18:29:52,"Evening Workout",1h 34m,"Hip Abductor (Machine)",3,30.0,8.0,0,0.0,
2025-07-07 18:29:52,"Evening Workout",1h 34m,"Bicep Curl (Barbell)",1,30.0,6.0,0,0.0,
2025-07-07 18:29:52,"Evening Workout",1h 34m,"Bicep Curl (Barbell)",2,30.0,8.0,0,0.0,
2025-07-07 18:29:52,"Evening Workout",1h 34m,"Bicep Curl (Barbell)",3,30.0,8.0,0,0.0,
2025-07-07 18:29:52,"Evening Workout",1h 34m,"Cable Crunch",1,45.5,20.0,0,0.0,
2025-07-07 18:29:52,"Evening Workout",1h 34m,"Cable Crunch",2,45.5,20.0,0,0.0,
2025-07-09 18:19:21,"Evening Workout",55m,"Seated Row (Cable)",W,40.0,10.0,0,0.0,
2025-07-09 18:19:21,"Evening Workout",55m,"Seated Row (Cable)",1,67.0,8.0,0,0.0,
2025-07-09 18:19:21,"Evening Workout",55m,"Seated Row (Cable)",2,77.0,6.0,0,0.0,
2025-07-09 18:19:21,"Evening Workout",55m,"Seated Row (Cable)",3,77.0,6.0,0,0.0,
2025-07-09 18:19:21,"Evening Workout",55m,"Seated Row (Cable)",4,57.0,10.0,0,0.0,
2025-07-09 18:19:21,"Evening Workout",55m,"Pull Up",1,10.0,3.0,0,0.0,
2025-07-09 18:19:21,"Evening Workout",55m,"Pull Up",2,10.0,3.0,0,0.0,
2025-07-09 18:19:21,"Evening Workout",55m,"Pull Up",3,5.0,5.0,0,0.0,
2025-07-09 18:19:21,"Evening Workout",55m,"Pull Up",4,5.0,5.0,0,0.0,
2025-07-09 18:19:21,"Evening Workout",55m,"Shoulder Press (Machine)",1,50.0,6.0,0,0.0,
2025-07-09 18:19:21,"Evening Workout",55m,"Shoulder Press (Machine)",2,52.5,6.0,0,0.0,
2025-07-09 18:19:21,"Evening Workout",55m,"Shoulder Press (Machine)",3,55.0,5.0,0,0.0,
2025-07-09 18:19:21,"Evening Workout",55m,"Shoulder Press (Machine)",4,42.5,8.0,0,0.0,
2025-07-09 18:19:21,"Evening Workout",55m,"Lateral Raise (Dumbbell)",1,8.0,8.0,0,0.0,
2025-07-09 18:19:21,"Evening Workout",55m,"Lateral Raise (Dumbbell)",2,9.0,8.0,0,0.0,
2025-07-09 18:19:21,"Evening Workout",55m,"Lateral Raise (Dumbbell)",3,10.0,8.0,0,0.0,
2025-07-09 18:19:21,"Evening Workout",55m,"Pallof Press",1,15.0,10.0,0,0.0,
2025-07-09 18:19:21,"Evening Workout",55m,"Pallof Press",2,15.0,10.0,0,0.0,
2025-07-10 17:49:23,"Afternoon Workout",1h 1m,"Incline Bench Press (Dumbbell)",1,20.0,10.0,0,0.0,
2025-07-10 17:49:23,"Afternoon Workout",1h 1m,"Incline Bench Press (Dumbbell)",2,22.0,10.0,0,0.0,
2025-07-10 17:49:23,"Afternoon Workout",1h 1m,"Incline Bench Press (Dumbbell)",3,24.0,10.0,0,0.0,
2025-07-10 17:49:23,"Afternoon Workout",1h 1m,"Incline Bench Press (Dumbbell)",4,24.0,10.0,0,0.0,
2025-07-10 17:49:23,"Afternoon Workout",1h 1m,"Cable Crossover (Low)",1,10.0,10.0,0,0.0,
2025-07-10 17:49:23,"Afternoon Workout",1h 1m,"Cable Crossover (Low)",2,11.25,10.0,0,0.0,
2025-07-10 17:49:23,"Afternoon Workout",1h 1m,"Cable Crossover (Low)",3,11.25,10.0,0,0.0,
2025-07-10 17:49:23,"Afternoon Workout",1h 1m,"Bulgarian Split Squat",1,12.0,10.0,0,0.0,
2025-07-10 17:49:23,"Afternoon Workout",1h 1m,"Bulgarian Split Squat",2,12.0,10.0,0,0.0,
2025-07-10 17:49:23,"Afternoon Workout",1h 1m,"Leg Extension (Machine)",1,20.0,12.0,0,0.0,
2025-07-10 17:49:23,"Afternoon Workout",1h 1m,"Leg Extension (Machine)",2,20.0,12.0,0,0.0,
2025-07-10 17:49:23,"Afternoon Workout",1h 1m,"Leg Extension (Machine)",3,20.0,12.0,0,0.0,
2025-07-10 17:49:23,"Afternoon Workout",1h 1m,"Triceps Dip",1,0.0,10.0,0,0.0,
2025-07-10 17:49:23,"Afternoon Workout",1h 1m,"Triceps Dip",2,0.0,10.0,0,0.0,
2025-07-10 17:49:23,"Afternoon Workout",1h 1m,"Triceps Dip",3,0.0,10.0,0,0.0,
2025-07-10 17:49:23,"Afternoon Workout",1h 1m,"Hanging Leg Raise",1,0,10.0,0,0.0,
2025-07-10 17:49:23,"Afternoon Workout",1h 1m,"Hanging Leg Raise",2,0,10.0,0,0.0,
2025-07-10 17:49:23,"Afternoon Workout",1h 1m,"Hanging Leg Raise",3,0,10.0,0,0.0,
2025-07-10 17:49:23,"Afternoon Workout",1h 1m,"Decline Crunch",1,10.0,15.0,0,0.0,
2025-07-10 17:49:23,"Afternoon Workout",1h 1m,"Decline Crunch",2,10.0,15.0,0,0.0,
2025-07-10 17:49:23,"Afternoon Workout",1h 1m,"Decline Crunch",3,10.0,15.0,0,0.0,
2025-07-12 11:03:18,"Morning Workout",1h 35m,"Lat Pulldown (Cable)",1,57.0,10.0,0,0.0,
2025-07-12 11:03:18,"Morning Workout",1h 35m,"Lat Pulldown (Cable)",2,67.0,10.0,0,0.0,
2025-07-12 11:03:18,"Morning Workout",1h 35m,"Lat Pulldown (Cable)",3,67.0,10.0,0,0.0,
2025-07-12 11:03:18,"Morning Workout",1h 35m,"Lat Pulldown (Cable)",4,57.0,12.0,0,0.0,
2025-07-12 11:03:18,"Morning Workout",1h 35m,"Reverse Fly (Machine)",1,35.0,15.0,0,0.0,
2025-07-12 11:03:18,"Morning Workout",1h 35m,"Reverse Fly (Machine)",2,42.5,12.0,0,0.0,
2025-07-12 11:03:18,"Morning Workout",1h 35m,"Reverse Fly (Machine)",3,45.0,12.0,0,0.0,
2025-07-12 11:03:18,"Morning Workout",1h 35m,"Upright Row (Barbell)",1,14.0,12.0,0,0.0,
2025-07-12 11:03:18,"Morning Workout",1h 35m,"Upright Row (Barbell)",2,18.0,12.0,0,0.0,
2025-07-12 11:03:18,"Morning Workout",1h 35m,"Upright Row (Barbell)",3,22.0,10.0,0,0.0,
2025-07-12 11:03:18,"Morning Workout",1h 35m,"Pulldown (Cable)",1,24.5,10.0,0,0.0,
2025-07-12 11:03:18,"Morning Workout",1h 35m,"Pulldown (Cable)",2,24.5,10.0,0,0.0,
2025-07-12 11:03:18,"Morning Workout",1h 35m,"Pulldown (Cable)",3,21.0,12.0,0,0.0,
2025-07-12 11:03:18,"Morning Workout",1h 35m,"Bicep Curl (Cable)",1,12.5,10.0,0,0.0,
2025-07-12 11:03:18,"Morning Workout",1h 35m,"Bicep Curl (Cable)",2,12.5,10.0,0,0.0,
2025-07-12 11:03:18,"Morning Workout",1h 35m,"Bicep Curl (Cable)",3,12.5,10.0,0,0.0,
2025-07-12 11:03:18,"Morning Workout",1h 35m,"Bicycle Crunch",1,0,20.0,0,0.0,
2025-07-12 11:03:18,"Morning Workout",1h 35m,"Bicycle Crunch",2,0,20.0,0,0.0,
2025-07-12 11:03:18,"Morning Workout",1h 35m,"V Up",1,0,10.0,0,0.0,
2025-07-12 11:03:18,"Morning Workout",1h 35m,"V Up",2,0,10.0,0,0.0,
2025-07-12 11:03:18,"Morning Workout",1h 35m,"Dead Bugs",1,0,20.0,0,0.0,
2025-07-12 11:03:18,"Morning Workout",1h 35m,"Dead Bugs",2,0,20.0,0,0.0,
2025-07-14 15:11:36,"Afternoon Workout",1h 37m,"Bench Press (Barbell)",W,40.0,10.0,0,0.0,
2025-07-14 15:11:36,"Afternoon Workout",1h 37m,"Bench Press (Barbell)",1,60.0,5.0,0,0.0,
2025-07-14 15:11:36,"Afternoon Workout",1h 37m,"Bench Press (Barbell)",2,70.0,5.0,0,0.0,
2025-07-14 15:11:36,"Afternoon Workout",1h 37m,"Bench Press (Barbell)",3,77.5,3.0,0,0.0,
2025-07-14 15:11:36,"Afternoon Workout",1h 37m,"Bench Press (Barbell)",4,80.0,1.0,0,0.0,
2025-07-14 15:11:36,"Afternoon Workout",1h 37m,"Bench Press (Barbell)",5,65.0,8.0,0,0.0,
2025-07-14 15:11:36,"Afternoon Workout",1h 37m,"Decline Chest Press",1,70.0,6.0,0,0.0,
2025-07-14 15:11:36,"Afternoon Workout",1h 37m,"Decline Chest Press",2,80.0,6.0,0,0.0,
2025-07-14 15:11:36,"Afternoon Workout",1h 37m,"Decline Chest Press",3,80.0,8.0,0,0.0,
2025-07-14 15:11:36,"Afternoon Workout",1h 37m,"Decline Chest Press",4,60.0,10.0,0,0.0,
2025-07-14 15:11:36,"Afternoon Workout",1h 37m,"Romanian Deadlift (Dumbbell)",1,20.0,8.0,0,0.0,
2025-07-14 15:11:36,"Afternoon Workout",1h 37m,"Romanian Deadlift (Dumbbell)",2,26.0,6.0,0,0.0,
2025-07-14 15:11:36,"Afternoon Workout",1h 37m,"Romanian Deadlift (Dumbbell)",3,28.0,5.0,0,0.0,
2025-07-14 15:11:36,"Afternoon Workout",1h 37m,"Romanian Deadlift (Dumbbell)",4,30.0,5.0,0,0.0,
2025-07-14 15:11:36,"Afternoon Workout",1h 37m,"Hip Abductor (Machine)",1,30.0,8.0,0,0.0,
2025-07-14 15:11:36,"Afternoon Workout",1h 37m,"Hip Abductor (Machine)",2,30.0,8.0,0,0.0,
2025-07-14 15:11:36,"Afternoon Workout",1h 37m,"Hip Abductor (Machine)",3,30.0,8.0,0,0.0,
2025-07-14 15:11:36,"Afternoon Workout",1h 37m,"One Handed Triceps Pull",1,12.5,8.0,0,0.0,
2025-07-14 15:11:36,"Afternoon Workout",1h 37m,"One Handed Triceps Pull",2,12.5,8.0,0,0.0,
2025-07-14 15:11:36,"Afternoon Workout",1h 37m,"One Handed Triceps Pull",3,12.5,8.0,0,0.0,
2025-07-14 15:11:36,"Afternoon Workout",1h 37m,"Cable Twist",1,12.5,8.0,0,0.0,
2025-07-14 15:11:36,"Afternoon Workout",1h 37m,"Cable Twist",2,12.5,8.0,0,0.0,
2025-07-14 15:11:36,"Afternoon Workout",1h 37m,"Cable Twist",3,12.5,8.0,0,0.0,
2025-07-16 16:05:09,"Afternoon Workout",1h 2m,"Single Arm Vertical Iso-Lateral Row (Machine)",W,40.0,10.0,0,0.0,
2025-07-16 16:05:09,"Afternoon Workout",1h 2m,"Single Arm Vertical Iso-Lateral Row (Machine)",1,70.0,6.0,0,0.0,
2025-07-16 16:05:09,"Afternoon Workout",1h 2m,"Single Arm Vertical Iso-Lateral Row (Machine)",2,75.0,5.0,0,0.0,
2025-07-16 16:05:09,"Afternoon Workout",1h 2m,"Single Arm Vertical Iso-Lateral Row (Machine)",3,80.0,3.0,0,0.0,
2025-07-16 16:05:09,"Afternoon Workout",1h 2m,"Single Arm Vertical Iso-Lateral Row (Machine)",4,60.0,8.0,0,0.0,
2025-07-16 16:05:09,"Afternoon Workout",1h 2m,"Chin Up",1,10.0,4.0,0,0.0,
2025-07-16 16:05:09,"Afternoon Workout",1h 2m,"Chin Up",2,10.0,4.0,0,0.0,
2025-07-16 16:05:09,"Afternoon Workout",1h 2m,"Chin Up",3,10.0,4.0,0,0.0,
2025-07-16 16:05:09,"Afternoon Workout",1h 2m,"Chin Up",4,0.0,10.0,0,0.0,
2025-07-16 16:05:09,"Afternoon Workout",1h 2m,"Seated Overhead Press (Dumbbell)",1,20.0,8.0,0,0.0,
2025-07-16 16:05:09,"Afternoon Workout",1h 2m,"Seated Overhead Press (Dumbbell)",2,22.0,8.0,0,0.0,
2025-07-16 16:05:09,"Afternoon Workout",1h 2m,"Seated Overhead Press (Dumbbell)",3,24.0,8.0,0,0.0,
2025-07-16 16:05:09,"Afternoon Workout",1h 2m,"Seated Overhead Press (Dumbbell)",4,18.0,10.0,0,0.0,
2025-07-16 16:05:09,"Afternoon Workout",1h 2m,"Lateral Raise (Cable)",1,6.25,8.0,0,0.0,
2025-07-16 16:05:09,"Afternoon Workout",1h 2m,"Lateral Raise (Cable)",2,6.25,8.0,0,0.0,
2025-07-16 16:05:09,"Afternoon Workout",1h 2m,"Lateral Raise (Cable)",3,6.25,8.0,0,0.0,
2025-07-16 16:05:09,"Afternoon Workout",1h 2m,"Bicep Curl (Barbell)",1,30.0,6.0,0,0.0,
2025-07-16 16:05:09,"Afternoon Workout",1h 2m,"Bicep Curl (Barbell)",2,30.0,8.0,0,0.0,
2025-07-16 16:05:09,"Afternoon Workout",1h 2m,"Bicep Curl (Barbell)",3,30.0,6.0,0,0.0,
2025-07-16 16:05:09,"Afternoon Workout",1h 2m,"Hanging Leg Raise",1,0,10.0,0,0.0,
2025-07-16 16:05:09,"Afternoon Workout",1h 2m,"Hanging Leg Raise",2,0,10.0,0,0.0,
2025-07-16 16:05:09,"Afternoon Workout",1h 2m,"Hanging Leg Raise",3,0,10.0,0,0.0,
2025-07-17 16:22:41,"Afternoon Workout",1h 22m,"Incline Bench Press (Barbell)",W,40.0,8.0,0,0.0,
2025-07-17 16:22:41,"Afternoon Workout",1h 22m,"Incline Bench Press (Barbell)",1,60.0,8.0,0,0.0,
2025-07-17 16:22:41,"Afternoon Workout",1h 22m,"Incline Bench Press (Barbell)",2,60.0,7.0,0,0.0,
2025-07-17 16:22:41,"Afternoon Workout",1h 22m,"Incline Bench Press (Barbell)",3,50.0,8.0,0,0.0,
2025-07-17 16:22:41,"Afternoon Workout",1h 22m,"Chest Fly",1,65.0,10.0,0,0.0,
2025-07-17 16:22:41,"Afternoon Workout",1h 22m,"Chest Fly",2,72.5,8.0,0,0.0,
2025-07-17 16:22:41,"Afternoon Workout",1h 22m,"Chest Fly",3,72.5,8.0,0,0.0,
2025-07-17 16:22:41,"Afternoon Workout",1h 22m,"Pendulum Squat",1,0.0,10.0,0,0.0,
2025-07-17 16:22:41,"Afternoon Workout",1h 22m,"Pendulum Squat",2,10.0,8.0,0,0.0,
2025-07-17 16:22:41,"Afternoon Workout",1h 22m,"Pendulum Squat",3,20.0,8.0,0,0.0,
2025-07-17 16:22:41,"Afternoon Workout",1h 22m,"Lying Leg Curl (Machine)",1,5.0,10.0,0,0.0,
2025-07-17 16:22:41,"Afternoon Workout",1h 22m,"Lying Leg Curl (Machine)",2,10.0,8.0,0,0.0,
2025-07-17 16:22:41,"Afternoon Workout",1h 22m,"Lying Leg Curl (Machine)",3,5.0,8.0,0,0.0,
2025-07-17 16:22:41,"Afternoon Workout",1h 22m,"Triceps Extension",1,17.5,10.0,0,0.0,
2025-07-17 16:22:41,"Afternoon Workout",1h 22m,"Triceps Extension",2,17.5,10.0,0,0.0,
2025-07-17 16:22:41,"Afternoon Workout",1h 22m,"Triceps Extension",3,17.5,10.0,0,0.0,
2025-07-17 16:22:41,"Afternoon Workout",1h 22m,"Decline Crunch",1,10.0,20.0,0,0.0,
2025-07-17 16:22:41,"Afternoon Workout",1h 22m,"Decline Crunch",2,10.0,20.0,0,0.0,
2025-07-20 10:44:33,"Morning Workout",58m,"Seated Row (Cable)",1,60.0,12.0,0,0.0,
